rawi_index,name,grade,places,birth,death,date_birth,date_death
7163,يعقوب بن عتبة بن المغيرة بن الأخنس بن شريق بن عمرو بن وهب بن علاج بن أبي سلمة بن عبد العزى بن غيرة بن عوف بن قسي ، وهو ثقيف بن منبه بن بكر بن هوازن بن منصور بن عكرمة بن خصفة بن قيس عيلان بن مضر .,ثقة .,['المدينة'],63.0,128.0,,128 هـ .
7164,يعقوب بن عطاء بن أبي رباح,ضعيف .,[],90.0,155.0,,155 هـ .
7166,يعقوب بن القعقاع بن الأعلم,ثقة .,['مرو'],85.0,150.0,,150 هـ
7167,يعقوب بن كعب بن حامد,ثقة .,"['أنطاكية', 'حلب']",170.5,235.5,,231 هـ : 240 هـ
7168,يعقوب بن ماهان,صدوق .,['بغداد'],179.0,244.0,,244 هـ
7169,يعقوب بن مجاهد,صدوق .,"['المدينة', 'الإسكندرية']",84.5,149.5,,149 هـ ، أو : 150 هـ .
7170,يعقوب بن مجمع بن يزيد بن جارية,مقبول .,[],47.75,112.75,,
7171,يعقوب بن محمد بن طحلاء,ما به بأس .,[],97.0,162.0,,162 هـ
7172,يعقوب بن محمد بن عيسى بن عبد الملك بن حميد بن عبد الرحمن بن عوف  .,صدوق كثير الوهم والرواية عن الضعفاء.,['بغداد'],148.0,213.0,,213 هـ
7173,يعقوب بن الوليد بن عبد الله بن أبي هلال,كذبه أحمد وغيره,"['بغداد', 'كان بحضرة الرصافة']",120.5,185.5,,181 هـ : 190 هـ
7174,يعقوب بن يحيى بن عباد بن عبد الله بن الزبير بن العوام  .,مجهول الحال .,[],79.5,144.5,,
7175,يعقوب,مقبول .,[],38.75,103.75,,
7176,يعلى بن أبي يحيى,مجهول .,[],90.0,155.0,,
7177,يعلى بن أمية بن أبي عبيدة بن همام ، واسمه : عبيد ، ويقال : زيد بن همام بن الحارث بن بكر بن زيد بن مالك بن حنظلة بن مالك بن زيد مناة بن تميم ، وهو : يعلى بن منية بنت غزوان .,صحابي ، مشهور .,"['مكة', 'نجران', 'صفين', 'اليمن']",-25.0,40.0,,40 هـ وبضع .
7178,يعلى بن الحارث بن حرب بن جرير بن الحارث,ثقة .,[],103.0,168.0,,168 هـ .
7179,يعلى بن حكيم,ثقة .,"['البصرة', 'الشام']",65.0,130.0,,130 هـ
7180,يعلى بن شبيب,لين الحديث .,[],120.5,185.5,,181 هـ : 190 هـ
7181,يعلى بن شداد بن أوس,صدوق .,['الشام'],39.23809523809524,104.23809523809524,,
7182,يعلى بن عبيد بن أبي أمية,ثقة إلا في حديثه عن الثوري ففيه لين .,['الكوفة'],117.0,208.0,117 هـ .,209 هـ ، وقيل : 207 هـ .
7183,يعلى بن عطاء,ثقة,['واسط'],55.0,120.0,,120 هـ ، أو بعدها
7185,يعلى بن مملك,مقبول,[],39.23809523809524,104.23809523809524,,
7186,يعلى بن مرة بن وهب بن جابر بن عتاب بن مالك بن كعب بن عمرو بن سعد بن عوف بن قسي ، وهو يعلى ابن سيابة,صحابي,"['الكوفة', 'قيل : الكوفة']",-9.5,55.5,,51 هـ : 60 هـ
7187,يعلى بن مسلم بن هرمز,ثقة,['مكة'],50.5,115.5,,111 هـ : 120 هـ
7188,ذو الغرة : يعيش ، وحكى ابن ماكولا عن بعضهم أنه قال : ذو الغرة هو البراء بن عازب,صحابي,[],-5.583333333333329,59.41666666666667,,
7189,يعيش بن الوليد بن هشام بن معاوية بن هشام بن عقبة بن أبي معيط بن أبي عمرو بن أمية,ثقة,"['قرقيسياء', 'الجزيرة']",39.23809523809524,104.23809523809524,,على عهد علي بن عبد الله
7190,يمان بن عدي,لين الحديث,[],130.5,195.5,,191 هـ : 200 هـ
7191,يمان بن المغيرة,ضعيف,[],100.0,165.0,,160 هـ : 170 هـ
7193,يوسف,مقبول,[],39.23809523809524,104.23809523809524,,
7194,يوسف بن إبراهيم,ضعيف,[],70.0,135.0,,في ولاية هارون الرشيد
7195,يوسف بن أبي بردة بن أبي موسى,مقبول,[],74.0,139.0,,
7196,يوسف بن أبي كثير,مجهول,[],96.0,161.0,,
7197,يوسف بن إسحاق بن أبي إسحاق ، وقد ينسب لجده,ثقة,[],92.0,157.0,,157 هـ
7198,يوسف بن بهلول,ثقة,['الكوفة'],153.0,218.0,,218 هـ
7199,يوسف بن الحكم بن أبي سفيان ، ويقال : يوسف بن أبي الحكم,,[],-65.0,0.0,,
7200,يوسف بن الحكم بن أبي عقيل : عمرو بن مسعود بن عامر بن معتب ، وقد ينسب إلى جده,مقبول,[],-5.0,60.0,,60 هـ وبضع
7201,يوسف بن حماد,ثقة,[],180.0,245.0,,245 هـ
7202,يوسف بن خالد بن عمير,تركوه ، وكذبه ابن معين,['البصرة'],124.5,189.5,,"189 هـ ، 
أو 190 هـ"
7203,يوسف بن الزبير,مقبول,[],39.23809523809524,104.23809523809524,,
7204,"يوسف بن سعد , قال الترمذي : ويقال : يوسف بن مازن ، وقال غيره : هما اثنان",ثقة,[],50.5,115.5,,111 هـ : 120 هـ
7205,يوسف بن سعيد بن مسلم,ثقة حافظ,['أنطاكية'],180.0,268.0,180 ونيف,قال ابن حبان : بعد 265 هـ ، وقال ابن منده : 271 هـ
7206,يوسف بن سلمان,صدوق,['البصرة'],177.0,242.0,,242 هـ
7207,يوسف بن صهيب,ثقة,[],90.5,155.5,,151 هـ : 160 هـ
7208,يوسف بن عبد الله بن الحارث,ثقة,[],50.5,115.5,,111 هـ : 120 هـ
7209,يوسف بن عبد الله بن سلام بن الحارث,صحابي صغير ، وقد ذكره العجلي في ثقات التابعين,[],-65.0,0.0,في حياة النبي صلى الله عليه وسلم,في خلافة عمر بن عبد العزيز
7212,يوسف بن عمرو بن يزيد بن يوسف بن جرجس بن خرخسرو,صدوق صالح فقيه,[],155.5,204.5,"155 هـ  ، 
أو 156 هـ","204 هـ ، 
أو 205 هـ"
7213,يوسف بن عيسى بن دينار,ثقة فاضل,[],184.0,249.0,,249 هـ
7214,يوسف بن ماهك بن بهزاد ، وقيل : إنه يوسف بن مهران ، والصحيح أنه غيره,ثقة,['مكة'],44.2,109.2,,قال أبو بكر بن أبي عاصم : 103 هـ . وقال ابن حجر : 106 هـ . وقال الهيثم بن عدي : 110 هـ . وقال خليفة بن خياط وغيره : 113 هـ . وقيل : 114 هـ
7215,يوسف بن محمد,ثقة,['البصرة'],160.5,225.5,,221 هـ : 230 هـ
7216,يوسف بن محمد بن ثابت بن قيس بن شماس ، ويقال : محمد بن يوسف بن ثابت بن قيس بن شماس,مقبول,[],96.0,161.0,,
7217,يوسف بن محمد بن صيفي ، ويقال : يوسف بن محمد بن يزيد بن صيفي بن صهيب بن سنان,مقبول,[],117.0,182.0,,
7218,يوسف بن محمد بن المنكدر,ضعيف,[],110.5,175.5,,171 هـ : 180 هـ
7220,يوسف بن مسعود بن الحكم,مقبول,[],39.23809523809524,104.23809523809524,,
7221,يوسف بن المنازل,ثقة,[],148.0,213.0,,213 هـ
7222,يوسف بن مهران ، والصحيح أنه غير يوسف بن ماهك,لين الحديث,[],55.0,120.0,,
7223,يوسف بن موسى بن راشد بن بلال,صدوق,"['الري', 'بغداد']",188.0,253.0,,253 هـ
7224,يوسف بن ميمون,ضعيف,[],85.5,150.5,,141 هـ : 150 ، أو 151 هـ : 160 هـ
7225,يوسف بن يحيى,ثقة فقيه من أهل السنة,['بغداد'],166.5,231.5,,231 هـ ، أو 232 هـ
7226,يوسف بن يزيد,صدوق ربما أخطأ,[],110.5,175.5,,171 هـ : 180 هـ
7228,يوسف بن يعقوب,ثقة,[],166.0,231.0,,231 هـ
7229,يوسف بن يعقوب بن أبي القاسم,صدوق,['كان ينزل في بني ضبيعة'],136.5,201.5,,201هـ ، أو 202 هـ
7230,يوسف بن يعقوب بن أبي سلمة,ثقة,[],119.0,184.0,في زمن سليمان بن عبد الملك,183هـ ، أو 184هـ ، أو 185هـ
7231,يونس بن أبي إسحاق : عمرو بن عبد الله,صدوق يهم قليلا .,['الكوفة'],91.0,156.0,,قال أبو الحسن المدائني : 152 هـ . وقال عبد الرحمن : 154 هـ . وقال ابن أبي عاصم : 158 هـ . وقال ابن حبان وغيره : 159 هـ . وقيل : 157 هـ
7232,يونس بن أبي الفرات,ثقة,[],80.5,145.5,,141 هـ : 150 هـ
7233,يونس بن أبي يعفور : وقدان ، وقيل : واقد,صدوق يخطئ كثيرا,[],110.5,175.5,,171 هـ : 180 هـ
7234,يونس بن بكير بن واصل,صدوق يخطئ,[],134.0,199.0,,199 هـ
7235,يونس بن جبير,ثقة,[],25.0,90.0,,مات بعد 90هـ قبل أنس بن مالك
7236,يونس بن الحارث,ضعيف,['الكوفة'],90.5,155.5,,151 هـ : 160 هـ
7237,يونس بن راشد,صدوق رمي بالإرجاء,['حران'],110.5,175.5,,171 هـ : 180 هـ
7238,يونس بن سليم,مجهول,[],138.5,203.5,,
7239,يونس بن سيف,مقبول,[],55.0,120.0,,120 هـ
7240,يونس بن عبد الأعلى بن موسى بن ميسرة بن حفص بن حيان,ثقة,[],170.0,264.0,170 هـ,264 هـ
7241,يونس بن عبيد,مقبول,[],55.0,120.0,,
7242,يونس بن عبيد بن دينار,ثقة ثبت فاضل ورع,"['البصرة', 'الكوفة']",74.0,139.0,قبل الجارف,138هـ ، أو 139هـ ، أو 140هـ
7243,يونس بن القاسم,ثقة,['مكة'],110.5,175.5,,171 هـ : 180 هـ
7244,يونس بن محمد بن مسلم,ثقة ثبت,[],142.5,207.5,,207 هـ ، أو 208 هـ
7245,يونس بن ميسرة بن حلبس,ثقة عابد .,['دمشق'],67.0,132.0,,132 هـ
7246,يونس بن نافع,صدوق يخطئ .,['خراسان'],94.0,159.0,,159 هـ
7247,يونس بن يحيى بن نباتة,صدوق .,[],141.5,206.5,,206هـ ، أو 207هـ ، أو بعدهل بقليل
7248,يونس بن يزيد بن أبي النجاد ، ويقال : يونس بن يزيد بن مشكان بن أبي النجاد,ثقة ، إلا أن في روايته عن الزهري وهما  قليلا ، وفي غير الزهري خطأ,['صعيد مصر'],92.0,157.0,,قال ابن سعد : 152 هـ ، البخاري وغيره : 159 هـ (وهو الصحيح) ، وقال محمد بن عزيز : 160 هـ
7249,يونس بن يوسف بن حماس بن عمرو ، وقيل : يوسف بن يونس بن حماس,ثقة عابد .,[],60.5,125.5,,121 هـ : 130 هـ
7251,أبو بكر ، قيل : اسمه عبد الله بن قطاف ، وقيل : عبد الله بن معاوية بن قطاف ، وقيل : وهب بن قطاف ، وقيل : معاوية بن قطاف,صدوق . رمي بالإرجاء,['الكوفة'],101.0,166.0,,166 هـ
7252,فضالة بن عبيد بن نافذ بن قيس بن صهيبة ، و يقال : صهيب بن الأصرم بن جحجبا بن كلفة بن عوف بن عمرو بن عوف بن مالك بن الأوس,أول ما شهد شهد أحدا,"['مصر', 'دمشق الشام', 'دمشق']",-5.666666666666664,59.333333333333336,,قال أبو الحسن المدائني وغير واحد : 53 هـ . وقال ابن حجر : 58 هـ . وقيل : 67 هـ
7253,عرفجة بن شريح ، ويقال : ابن ضريح ، ويقال : ابن شريك ، ويقال : ابن شراحيل,صحابي,"['الكوفة', 'البصرة']",-5.583333333333329,59.41666666666667,,
7254,ابن مكرز ، قيل : إنه أيوب بن عبد الله بن مكرز ، وقيل : يزيد بن مكرز,,[],-65.0,0.0,,
7256,شرحبيل بن أوس ، ويقال : أوس بن شرحبيل,,"['الشام', 'نزل حمص']",-65.0,0.0,,
7257,عبد الحميد بن رافع,,[],60.5,125.5,,121 هـ : 130 هـ
7258,معاوية بن أبي عياش,,[],-65.0,0.0,,
7259,عبد الرحمن بن أبي كريمة : نهشل,مجهول الحال .,[],39.23809523809524,104.23809523809524,,
7260,حجاج بن يوسف بن أبي عقيل,وليس بأهل أن يروى عنه .,"['الطائف', 'الحرمان', 'الكوفة', 'بغداد', 'البصرة', 'العراق', 'واسط']",41.25,95.0,قال أبو عبد الرحمن : 39 هـ . وقال خليفة : 41 هـ . ويقال : 40 هـ ، وفي تهذيب التهذيب : 45 هـ ، أو بعدها بيسير,95 هـ
7261,أم ولد عبد الرحمن بن عوف ، عن أم سلمة,لا تعرف,[],39.23809523809524,104.23809523809524,,
7262,يحيى بن إسماعيل بن جرير بن عبد الله,لين الحديث,[],74.0,139.0,,
7263,عبد الرحمن بن عثمان بن عبيد الله بن عثمان بن عمرو بن كعب بن سعد بن تيم بن مرة,صحابي,['مكة'],8.0,73.0,,73 هـ
7264,محمد بن علي,,[],-65.0,0.0,,
7265,عبد الله بن مالك بن الحارث,مقبول,[],39.23809523809524,104.23809523809524,,
7266,سراء بنت نبهان,صحابية .,[],-65.0,0.0,,
7267,خارجة بن الحارث بن رافع بن مكيث,صدوق,[],110.5,175.5,,171 هـ : 180 هـ
7268,شبل بن العلاء بن عبد الرحمن بن يعقوب,,[],-65.0,0.0,,
7269,عبيد بن عازب,,['الكوفة'],-65.0,0.0,,
7270,مجيبة ، وقيل : أبو مجيبة,من الصحابة,[],-65.0,0.0,,
7271,عبد الله بن الحارث,صحابي,['سكن البصرة'],-5.583333333333329,59.41666666666667,,
7272,عبد الرحمن بن مسلمة ، ويقال : ابن سلمة بن المنهال ، ويقال : ابن المنهال بن مسلمة,مقبول,[],55.0,120.0,,
7273,مسلم بن عبيد الله وقيل : عبيد الله بن مسلم,,['الكوفة'],-65.0,0.0,,
7274,حجاج بن حسان,لا بأس به,[],90.5,155.5,,151 هـ : 160 هـ
7275,المغيرة بنت حسان,مقبولة,[],70.0,135.0,,
7276,عبد الله بن موهب,ثقة ، لكن لم يسمع من تميم الداري,['فلسطين'],40.5,105.5,,101 هـ : 110 هـ
7278,أبو حازم,صحابي ، له حديث ، وقيل : لا صحبة له .,[],-65.0,0.0,,
7279,الفرافصة بن عمير بن شيبان,,[],-65.0,0.0,,
7280,مليح بن عبد الله,,[],-65.0,0.0,,
7281,عمرو بن رافع,مقبول,['المدينة'],55.0,120.0,,
7282,النعمان بن مرة,ثقة,[],10.5,75.5,,
7283,عاتكة بنت زيد بن عمرو بن نفيل,,[],-65.0,0.0,,
7284,عبيد الله بن عبد الرحمن ، وقيل : عبد الله بن عبد الرحمن ، قيل : إنه ابن أبي ذباب,صدوق,[],74.0,139.0,,
7285,أبو رجاء ، عن أبي الصلت,قيل : هو الهروي ، وإلا فمجهول,[],-65.0,0.0,,
7286,عائشة بنت قدامة بن مظعون,,[],-65.0,0.0,,
7287,محمد بن شريك,ثقة,[],103.0,168.0,,168 هـ
7288,"عبد الله بن عمرو بن لويم ، ويقال : اسم أبيه عامر ، 
ويقال : اسم جده مليل ، ويقال : عويم",,['الكوفة'],-65.0,0.0,,
7289,دحيبة بنت عليبة,مقبولة .,[],39.23809523809524,104.23809523809524,,
7290,نهشل بن مجمع,صدوق,[],96.0,161.0,,
7291,مالك بن قهطم,,[],-65.0,0.0,,
7292,زيد,مجهول,[],39.23809523809524,104.23809523809524,,
7293,الحسن بن عمر ، ويقال : ابن عمرو بن يحيى,ثقة .,['الرقة'],87.0,181.0,87 هـ,181 هـ
7294,عبيد الله بن عياض بن عمرو بن عبد القاري,ثقة,[],39.23809523809524,104.23809523809524,,
7295,عنبسة بن سعيد,ضعيف .,[],100.5,165.5,,161 هـ : 170 هـ
7296,كردم بن سفيان بن أبان بن يسار بن مالك بن حطيط بن جشم,,[],-65.0,0.0,,
7297,محمد بن أبي بكر بن أبي شيبة ، وهو محمد بن عبد الله بن محمد بن إبراهيم بن عثمان بن خواستي,,[],-65.0,0.0,,
7299,عبد الله,لا يعرف حاله .,[],55.0,120.0,,
7300,روح بن المسيب,,[],120.5,185.5,,181 هـ : 190 هـ
7302,جرير,مقبول,[],39.23809523809524,104.23809523809524,,
7303,محمد بن إبراهيم بن يحيى بن جناد,ثقة .,"['بين السيالة', 'المدينة في طريق مكة']",211.0,276.0,,276 هـ
7304,عمرو بن معاذ بن سعد بن معاذ بن النعمان بن امرئ القيس بن زيد بن عبد الأشهل ، ويقال : عمرو بن سعد بن معاذ ينسب إلى جده ، وقال بعضهم : معاذ بن عمرو ، وهو وهم,مقبول,[],39.23809523809524,104.23809523809524,,
7305,هشام بن إسماعيل بن هشام بن الوليد بن المغيرة,,['المدينة'],23.0,88.0,,88 هـ
7306,محمد بن عبد الله بن أبي مريم,,[],80.5,145.5,,141 هـ : 150 هـ
7307,أبو صالح : عبيد,,[],-65.0,0.0,,
7309,جميل بن عبد الرحمن - أو ابن عبد الله - بن سويد ، أو سوادة,,[],-65.0,0.0,,
7310,عبد الملك بن مروان بن الحكم بن أبي العاص بن أمية,كان طالب علم قبل الخلافة ، ثم اشتغل  بها فتغير حاله,"['المدينة', 'دمشق', 'حمص']",24.666666666666668,86.0,23هـ ، أو 25هـ ، أو 26هـ,86 هـ
7312,محمد بن عبد الله بن عبد الرحمن بن عبد,مقبول,[],74.0,139.0,,
7313,عبد الله بن أبي أمية : حذيفة ، وقيل : سهل بن المغيرة بن عبد الله بن عمر بن مخزوم,,[],-65.0,0.0,,
7314,معاوية بن عبد الله بن بدر,,['المدينة'],-65.0,0.0,,
7315,عبد الله بن بدر بن بعجة بن معاوية بن خشان بن أسعد بن وديعة بن عدي بن غنم بن الربعة,,['القبلية من بلاد جهينة'],-65.0,0.0,,في خلافة معاوية
7316,عبد الرحمن بن عطية,,[],-65.0,0.0,,
7317,يعقوب بن زيد بن طلحة بن عبد الله بن أبي مليكة,صدوق,['المدينة'],70.0,135.0,,في ولاية أبي جعفر
7318,زيد بن طلحة بن عبد الله بن عبيد الله بن أبي مليكة,,[],60.5,125.5,,121 هـ : 130 هـ
7319,عبد الله بن عياش بن أبي ربيعة بن المغيرة بن عبد الله بن عمر بن مخزوم,,"['المدينة', 'الحبشة', 'قال خليفة بن خياط : سجستان', 'قال البغوي : المدينة']",6.0,71.0,,64 هـ ، أو 78 هـ
7321,حميد بن مالك بن خثيم ، ويقال : حميد بن عبد الله بن مالك بن خثم,ثقة,[],40.5,105.5,,101 هـ : 110 هـ
7322,زياد بن أبيه ، وهو زياد بن عبيد ، وهو زياد بن أبي سفيان ، ويقال : ابن سمية,,"['الكوفة', 'البصرة', 'فارس', 'بغداد', 'العراق']",-12.0,53.0,عام الهجرة,53 هـ
7326,أبو أسماء,,[],-65.0,0.0,,
7327,عبد العزيز بن قرير,ثقة,['عسقلان'],80.5,145.5,,141 هـ : 150 هـ
7329,عبد الله بن المغيرة بن أبي بردة,,[],-65.0,0.0,,
7330,سعد الفلح ، أو ابن سعد الفلح ، أو الفلحة,,[],-65.0,0.0,,
7331,إبراهيم بن الحارث بن خالد بن صخر بن عامر بن كعب بن تيم بن مرة,,['الحبشة'],-65.0,0.0,,
7332,عبد الرحمن بن حنظلة بن العجلان,,[],-65.0,0.0,,
7334,المسور بن رفاعة بن أبي مالك,مقبول,[],73.0,138.0,,138 هـ
7335,الزبير بن عبد الرحمن بن الزبير بن باطا,مقبول,['المدينة'],74.0,139.0,,
7336,سعيد بن سليمان بن زيد بن ثابت,ثقة,['المدينة'],67.0,132.0,,132 هـ
7337,زبراء,,[],-65.0,0.0,,
7338,ذفيف,,[],43.0,108.0,,107هـ ، أو 109هـ
7340,يحيى بن يعلى,ضعيف ، شيعي,[],120.5,185.5,,181 هـ : 190 هـ
7341,يعيش بن طخفة بن قيس,,"['الصفر', 'غيقة']",-65.0,0.0,,
7342,محمد بن يزيد بن سنان بن يزيد ، ابن أبي فروة,ليس بالقوي,[],132.0,220.0,132 هـ,220 هـ
7344,آبي اللحم : عبد الله بن عبد الملك بن عبد الله بن غفار ، وقيل : خلف بن عبد الملك ، وقيل : عبد الله بن عبد الله بن مالك ، وقيل : الحويرث بن عبد الله بن خلف بن مالك,صحابي,"['الصفيراء على ثلاثة أميال من المدينة', 'حنين']",-5.583333333333329,59.41666666666667,,استشهد بحنين
7345,الحسن بن عمارة بن المضرب,متروك .,['بغداد'],88.0,153.0,,153 هـ
7346,عبد الرحمن بن أبي عقيل بن مسعود بن معتب بن مالك بن كعب بن عمرو بن سعد بن عوف بن ثقيف,,[],-65.0,0.0,,
7347,عبيد الله بن مسلم,,[],-65.0,0.0,,
7349,ليلى,مقبولة,[],39.23809523809524,104.23809523809524,,
7351,سنان بن عبد الله,,[],-65.0,0.0,,
7352,سليمان بن أبي العتيك,,[],-65.0,0.0,,
7354,حسام بن مصك بن ظالم بن شيطان,ضعيف ، يكاد أن يترك,['مكة'],101.5,166.5,,163 هـ ، أو : بعد 170 هـ
7356,عبد الله بن مرداس,,[],-65.0,0.0,,
7358,إسحاق بن إبراهيم,,"['سمرقند', 'بخارا', 'بلخ']",-65.0,0.0,,
7359,يعمر,,[],-65.0,0.0,,
7360,بنة,صحابي,[],-5.583333333333329,59.41666666666667,,
7361,يونس بن خباب,صدوق يخطئ ورمي بالرفض .,['الأهواز'],70.5,135.5,,131 هـ : 140 هـ
7362,جسر بن فرقد,,[],-65.0,0.0,,
7363,عفاق بن عبد الله بن مرداس,,[],-65.0,0.0,,
7364,أسماء بنت سعيد بن زيد بن عمرو بن نفيل,يقال : إن لها صحبة,[],-65.0,0.0,,
7365,نافع بن سليمان,,[],-65.0,0.0,,
7366,ابن عبد الله بن مغفل ، اسمه يزيد,,[],-65.0,0.0,,
7367,عبد الملك بن أبي بشير,ثقة .,"['المدائن', 'الكوفة']",75.5,140.5,,131 هـ : 150 هـ
7368,عبد الرحمن بن نوفل,,[],-65.0,0.0,,
7369,معدي كرب,,[],-65.0,0.0,,
7371,هاشم بن الوليد بن خالد بن محمد بن خالد بن نجران,,"['الري', 'بغداد']",174.5,239.5,,"239 هـ ، 
أو 240 هـ"
7372,ابن أبي أوس ، يقال : اسمه عبد الرحمن ، ويقال : ابن عمرو بن أوس,,[],-65.0,0.0,,
7373,أبو عثمان,قيل : هو سعيد بن هانئ الخولاني ، وقيل : حريز بن عثمان ، وإلا فمقبول,[],39.23809523809524,104.23809523809524,,
7374,يوسف بن واضح,ثقة .,[],185.5,250.5,,قال ابن حبان : 250 هـ ، أو قبلها أو بعدها بقليل ، وقال البخاري : 251 هـ
7375,عياض بن غطيف بن الحارث ، ويقال : غظيف بن الحارث,مقبول,[],20.5,85.5,,
7377,محمد بن حنين,مقبول .,[],55.0,120.0,,
7378,محمد بن أسعد ، ويقال : ابن سعيد,لين,[],150.5,215.5,,211 هـ : 220 هـ
7379,أبو عمرو : زرعة,مقبول,['الرملة'],20.25,85.25,,
7380,محمد بن سعيد بن غالب,صدوق,[],195.5,260.5,,260 هـ ، أو 261 هـ
7381,عتبة بن ضمرة بن حبيب بن صهيب,صدوق,[],110.5,175.5,,171 هـ : 180 هـ
7382,بشر بن عائذ,صدوق,[],39.23809523809524,104.23809523809524,,
7383,عبد الله بن المطلب بن عبد الله بن حنطب,لا يعرف,[],-65.0,0.0,,
7384,إسماعيل بن عبد الله بن زرارة,صدوق,"['بغداد', 'البصرة']",164.5,229.5,,229هـ ، أو 230هـ
7385,الهيثم بن جميل,ثقة من أصحاب الحديث ، وكأنه ترك فتغير.,"['أنطاكية', 'الشام']",148.5,213.5,,"213 هـ ، أو 
214 هـ"
7386,إسحاق بن إبراهيم بن داود,صدوق,[],180.5,245.5,,241 هـ : 250 هـ
7387,الفضل بن مبشر,فيه لين .,[],80.5,145.5,,141 هـ : 150 هـ
7388,أبو مسلم,مقبول .,[],39.23809523809524,104.23809523809524,,
7389,قيلة,صحابية .,[],-65.0,0.0,,
7390,"ثعلبة , قيل : هو اسم جد الهرماس بن حبيب",صحابي,[],-5.583333333333329,59.41666666666667,,
7391,أبو عبد الرحمن,مجهول,[],74.0,139.0,,
7392,عبد السلام بن عبد القدوس بن حبيب,ضعيف .,[],130.5,195.5,,191 هـ : 200 هـ
7393,عبد الله بن المغيرة بن أبي ذباب,,[],-65.0,0.0,,
7394,أبو العلاء,مجهول .,[],70.0,135.0,,
7395,عبيد بن محمد,ضعيف .,[],149.5,214.5,,
7396,عبد الله بن عثمان بن إسحاق بن سعد بن أبي وقاص,مستور,['مصر'],140.5,205.5,,201 هـ : 210 هـ
7397,الحسن بن أبي يزيد,,[],100.5,165.5,,161 هـ : 170 هـ
7399,أم حميد ، وقيل : أم حميدة بنت عبد الرحمن,لا يعرف حالها,[],39.23809523809524,104.23809523809524,,
7400,أبو رجاء,مجهول,[],20.25,85.25,,
7401,حبيبة ـ ويقال : حيية ـ بنت أبي تجرأة,,[],-65.0,0.0,,
7402,أم كلثوم,,[],-65.0,0.0,,
7403,البراء بن زيد,مقبول,[],39.23809523809524,104.23809523809524,,
7404,"ميمون , ويقال : عمير",مقبول,[],74.0,139.0,,
7405,أبو إسحاق,مقبول,[],39.23809523809524,104.23809523809524,,
7406,أيوب بن عبد الله بن مكرز بن حفص بن الأخيف,مستور,[],39.23809523809524,104.23809523809524,,
7407,عبد الرحمن بن إبراهيم,,['كرمان'],100.5,165.5,,161 هـ : 170 هـ
7408,أبو جمعة ، يقال : حبيب بن سباع ، ويقال : حبيب بن وهب ، ويقال : جنبذ بن سبع . قال أبو حاتم : حبيب بن سباع ، أصح,صحابي,"['الشام', 'مصر', 'بيت المقدس']",10.0,75.0,,70 هـ : 80 هـ
7409,صالح بن حيان,ضعيف,[],80.5,145.5,,141 هـ : 150 هـ
7410,أبو عبيد,صحابي,[],-5.583333333333329,59.41666666666667,,
7411,يزيد بن حازم بن زيد بن عبد الله بن شجاع,ثقة,[],82.5,147.5,,147هـ ، أو 148
7412,عمرو بن سلمة بن الحارث : وفى التقريب بن الخرب,ثقة,['الكوفة'],20.0,85.0,,85 هـ
7413,بلاد بن عصمة,مقبول,[],39.23809523809524,104.23809523809524,,
7414,حبة بن جوين بن علي بن عبد نهم بن مالك بن غانم بن مالك بن هوازن بن عرينة,صدوق له أغلاط ، وكان غاليا في التشيع,[],11.666666666666671,76.66666666666667,,"75 هـ , أو : 76 هـ , ويقال : 79 هـ"
7415,"محمد بن الحسن بن أتش , وقد ينسب لجده",صدوق فيه لين ورمي بالقدر,[],141.0,206.0,,بين 201 هـ و211 هـ
7416,"سلمان بن سمير , ويقال : سليمان",مقبول,[],39.23809523809524,104.23809523809524,,
7417,عبد الله بن بجير بن حمران,ثقة,[],90.5,155.5,,بين 151 هـ و160 هـ
7418,أمي بن ربيعة,ثقة,[],80.5,145.5,,بين 141 هـ و150 هـ
7419,"عبد الرحمن بن صالح , ويقال : اسم جده عجلان",صدوق يتشيع,"['بغداد', 'الكوفة']",170.0,235.0,,235 هـ
7420,الهيثم بن حبيب ، وهو الهيثم بن أبي الهيثم,صدوق,[],60.5,125.5,,بين 121 هـ و130 هـ
7421,عمارة بن مهران,لا بأس به ، عابد,[],96.0,161.0,,في خلافة مروان بن محمد
7422,حصين بن عقبة,صدوق,[],39.23809523809524,104.23809523809524,,
7423,جري بن كليب,مقبول,[],39.23809523809524,104.23809523809524,,
7424,جعفر بن الحارث,صدوق كثير الخطأ,"['الشام', 'اسط', 'نيسابور', 'بلخ']",96.0,161.0,,
7425,حفص بن سليمان,ثقة,[],65.0,130.0,,130 هـ
7426,بكير بن معروف,صدوق . فيه لين,"['دمشق', 'نيسابور']",98.0,163.0,,163هـ
7427,"عمرو بن عبيد بن باب , ويقال : ابن كيسان",المعتزلي المشهور كان داعية إلى بدعته اتهمه جماعة مع أنه كان عابدا,"['البصرة', 'في طريق مكة']",80.0,143.66666666666666,80 هـ,"140هـ , أو : 142هـ  , أو : 143 هـ , أو 144 هـ , أو : 145 هـ , ويقال : 148 هـ"
7428,حفص بن عمر بن سعد,مقبول,[],39.23809523809524,104.23809523809524,,
7429,"حواء , يقال : بنت يزيد بن السكن",صحابية,[],-9.5,55.5,,
7430,سويد بن الحارث,,['الكوفة'],-65.0,0.0,,
