rawi_index,name,grade
7954,روح بن عابد,
7955,"زائدة بن حوالة , ويقال : مزيدة",
7956,زبان بن عبد العزيز بن مروان بن الحكم بن أبي العاص,
7958,زرارة بن أبي الحلال : ربيعة بن زرارة,
7960,زكريا بن سلام,
7961,زكريا بن سياه,
7962,زكريا بن عمر,
7963,زكريا بن يحيى بن صبيح,
7964,زكريا بن يحيى بن عبد الله بن أبي سعيد,
7965,زهير بن إسحاق,
7968,زياد بن عبد الله بن حدير,
7969,زياد,
7971,زياد بن النضر,
7974,سلم بن بشير,
7975,سالم بن سالم,
7976,أمين بن ذروة بن نضلة بن طريف بن بهصل,
7977,محمد بن أبان بن صالح بن عمر,
7978,محمد بن أحمد بن الجنيد,
7980,محمد بن إسماعيل بن مجمع,
7981,محمد بن الأسود بن خلف بن عبد يغوث,
7982,محمد بن أيوب بن ميسرة بن حلبس,
7983,محمد بن أبي أيوب,
7984,محمد بن تميم,
7985,محمد بن حي بن يعلي بن أمية,
7986,محمد بن سعيد بن زياد,
7987,محمد بن صبيح بن السماك,
7988,"محمد بن ذكوان , هو ابن أبي صالح السمان",صدوق يهم
7989,محمد بن طلحة بن عبيد الله,
7991,محمد بن عبد الله بن الحصين,
7993,محمد بن عبد الله بن عتيك,
7994,محمد بن عبد الله بن مالك الدار,
7996,محمد بن عبد الرحمن بن عبد الله بن الحصين,
7997,محمد بن عبد الرحمن بن المجبر بن عبد الرحمن بن عمر  بن الخطاب,
7998,محمد بن عبد الملك بن مروان,
7999,محمد بن علي بن ربيعة,
8001,محمد بن عمارة بن خزيمة بن ثابت,
8002,محمد بن عمرو بن ثابت,
8005,عبيد بن عبد الرحمن بن عبيد بن سلمة,
8006,نضلة بن طريف بن بهصل,
8007,أيوب,
8008,عثمان بن خالد,
8010,دويد بن طارق,
8011,القاسم بن عبد الله,
8012,واهب بن عبد الله,ثقة
8013,هشام بن أبي رقية,
8014,عباد بن أنيس,
8015,"صبيح بن عبد الله , وقيل : ابن القاسم",
8016,أبو محمد,
8018,زياد,
8019,عياض بن دينار,
8020,مسلم بن بديل,
8021,أم حكيم بنت دينار,
8022,أبو حنظلة,
8026,"البراء بن عبد الله بن يزيد , وربما نسب إلى جده",ضعيف
8031,أبو صالح,
8032,جدة عبد الرحمن بن محمد بن جدعان,لا تعرف
8035,عمرو بن تميم,
8037,خمير بن مالك ، ويقال : خمر,
8038,تميم,
8039,عياض بن غنم بن زهير بن أبي شداد بن ربيعة بن هلال بن ضبة بن الحارث بن فهر,
8041,العاص بن عمرو,
8042,عاصم بن عمر بن علي بن مقدم,
8043,عاصم بن مخلد,
8045,عامر بن زيد,
8046,عامر بن لدين ويقال : عمرو,
8048,عائذ بن نصيب,
8049,عباد بن زاهر,
8051,عبادة بن المهاجر,
8052,عباس بن أبي خداش,
8053,عباس بن عبد الرحمن,
8054,عبد الله بن أمية بن أبي عثمان بن عبد الله بن خالد بن أمية,
8059,عبد الله بن ثابت,
8060,عبد الله بن جابر,
8061,عبد الله بن جابر,
8063,عبد الله بن جحش بن رباب بن يعمر بن صبرة بن مرة بن كبير بن غنم بن دودان بن أسد بن خزيمة,
8064,عبد الله بن أبي حدرد : سلامة بن عمير بن أبي سلامة بن سعد بن الحارث بن عبس بن هوازن بن أسلم بن أفصى,
8065,عبد الله ، أو : عبيد الله بن دهقان,
8066,عبد الله بن رافع بن خديج,
8067,"نوفل بن مسعود , وقيل : نوفل بن سهيل",
8069,عبد الله بن سعيد,
8070,عبد الله بن أبي سعيد,
8071,أم حميد,
8072,عبد الله بن سليمان بن زيد بن ثابت,
8073,عبد الله بن سنان,
8074,عبد الله بن سهل بن حنيف,
8075,أبو وهب,
8076,عبد الله بن عباد,
8077,عبد الله بن عبد الله بن أبي أمية بن المغيرة بن عبد الله بن عمر بن مخزوم,
8078,عبد الله بن عبد الله خبيب,
8079,عبد الله بن عبد الرحمن بن كعب بن مالك,
8082,عبد الله بن عبيد,
8083,عبد الله بن عتيك بن قيس بن الأسود بن مري بن كعب بن غنم بن سلمة بن الخزرج,
8085,عبد الله بن عطاء بن إبراهيم,
8086,عبد الله بن عدي,صحابي
8087,عبد الله بن أبي عقيل,
8088,عبد الله بن عكرمة بن عبد الرحمن بن الحارث بن هشام,
8091,عبد الله بن عمرو بن ضمرة ، ويقال : عبيد الله ، وذكر البخاري أنه يقال له : عبد الله بن ضميرة,
8093,عبد الله بن عوف,
8096,عبد الله بن قريط,
8098,عبد الله بن مبشر,
8099,عبد الله بن معاوية بن عاصم بن المنذر بن الزبير بن العوام,
8102,محمد بن مساحق,
8103,محمد بن معاذ بن محمد بن أبي بن كعب ، وقيل محمد بن محمد بن معاذ ، وقال ابن حبان وكذا ابن أبى حاتم : محمد بن معاذ بن أبى بن كعب,مجهول
8104,محمد بن أبي المليح : عامر بن أسامة بن عمير,
8105,محمد بن مهزم,
8106,محمد بن النوشجان,
8107,محمد بن يعقوب,
8108,ماعز,
8109,ماعز,
8110,مالك بن الحارث ، ويقال : مالك بن عمرو ، أو : عمرو بن مالك ؛ هكذا  بالشك,
8111,مالك بن الخير,
8112,مالك بن سعد ، وقيل : هو مالك بن ربيعة,
8113,مالك بن عبد الله ، وقيل : مالك بن مرثد,
8114,مالك بن عبد الله بن سنان بن سرح بن وهب بن الأقيصر بن مالك بن قحافة بن عامر بن ربيعة بن عامر بن سعد بن مالك,
8116,مالك بن عتاهية بن حرب بن سعد بن معاوية بن حفص بن أسامة بن سعد بن أشرس,
8117,مالك بن عمرو ، وقيل : عمرو بن مالك ، وقيل : أبى بن مالك بن الحارث,
8118,مالك بن أبى الرجال : محمد بن حارثة,
8120,المثنى بن عوف,
8123,محجن,
8124,محجن ، عن أبي ذر,
8125,محمود بن عبد الرحمن بن عمرو بن الجموح بن زيد بن حرام بن كعب بن غنم بن كعب بن سلمة,
8126,مخارق بن أبي المخارق : عبد الله بن جابر,
8127,المخارق ، عن أبي ذر,
8128,مخمل بن دماث,
8129,مدرك بن عمارة بن عقبة بن أبي معيط,
8130,مرثد بن ظبيان بن سلمة بن لوذان بن عوف بن سدوس,
8131,مرثد بن عامر,
8133,هارون بن أبي داود,
8134,مريح بن مسروق,
8135,مزاحم بن معاوية,
8136,مساور بن عبيد,
8137,قبيصة بن مسعود ، أو مسعود بن قبيصة,
8138,مسلم بن أكيس,
8140,مسلم بن عبد الله,
8142,مسلم بن أبي مسلم,
8143,مسلم بن سعيد,
8144,مسلمة ، ويقال : مسلم بن نوفل بن المغيرة بن شعبة,
8145,مسلم بن يزيد,مقبول
8146,مسلم,
8149,مصعب بن إسحاق بن طلحة بن عبيد الله,
8150,مصعب بن نوح,
8152,السائب بن عبد الله,
8153,سبرة بن أبي سبرة : يزيد بن مالك بن عبد الله بن ذؤيب بن سلمة بن عمرو بن ذهل,
8154,سمرة ، ويقال : سبرة ، ابن فاتك ، ويقال ابن فاتكة,
8155,سراج بن عقبة بن طلق بن علي,
8157,سعد بن أبي ذباب,
8159,سعيد ، ويقال : سعد بن مرثد,
8161,سعيد بن أبى الربيع : أشعث بن سعيد,
8162,سعيد بن أبي سعيد : سعد بن مالك بن سنان,
8163,سعيد بن سويد,
8164,سعيد بن شفي,
8165,سعيد بن الصلت بن عبد الله بن مخرمة بن المطلب بن عبد مناف,
8166,سعيد ، ويقال : سعد  بن عمرو بن جعدة بن هبيرة بن المغيرة بن أبي وهب بن عمرو بن عائذ بن عمران بن مخزوم,
8167,سعيد ، ويقال : سعد بن عمرو بن سليم,
8169,سعيد بن نافع,
8171,سفيان بن عوف,
8172,سفيان بن وهب,
8173,سقير,
8174,السكن بن إبراهيم,
8175,السكن بن نافع,
8177,سكين بن عبد العزيز بن قيس ، وهو : سكين بن أبي الفرات,صدوق
8178,سلمة بن أسامة,
8179,سلمة بن أكسوم,
8180,سلمة بن حفص,
8181,سلمة بن سلامة بن وقش بن زعنة بن زعوراء بن عبد الأشهل,
8184,سلمة بن أبي يزيد,
8185,سليك بن مسحل,
8186,سليم بن عبد ، ويقال : ابن عبد الله,
8187,سليم,
8188,سليم ، يقال : اسم أبيه الحارث,
8189,سليمان بن بسر,
8190,سليمان بن رومان,
8191,سليمان بن أبي سليمان,
8194,سليمان بن أبي عثمان,
8195,سليمان بن قتة,
8196,سليمان بن مرثد,
8197,سليمان بن ميسرة,
8198,سماك بن عبيد بن الوليد,
8200,سميع,
8202,سهل بن أبي صدقة ، والصواب : صدقة بن أبي سهل,
8203,سهل بن عبد الله بن بريدة بن الحصيب,
8204,سهيل بن وهب بن ربيعة بن هلال بن مالك بن ضبة بن الحارث بن فهر  ، سهيل ابن بيضاء,
8205,سوادة ، وقيل : سواد ، ابن الربيع,
8207,سويد بن سرحان,
8208,سويد بن نجيح,
8209,سويد بن هبيرة بن عبد الحارث,
8210,سويد,
8212,سلام,
8213,سلامان بن عامر,
8215,سيار بن معرور ، وقال ابن معين : ابن مغرور,
8217,سيف بياع السابري,
8218,شداد بن عمران ، ويقال ابن عبد الرحمن,
8219,شراحيل بن بكيل ، وقيل : ابن بلال ، والصواب بكيل,
8222,شعبة بن التوأم,
8223,شعيب بن زرعة,
8224,شعيث بن مطير بن سليم,
8225,شقيق بن حيان,
8226,شهاب بن مدلج,
8227,صالح بن سرج,
8228,صالح بن سعيد,
8229,صالح بن صباح بن أشرس,
8231,صالح بن حجير,
8232,صالح,
8233,صباح,
8234,صحار بن العباس ويقال : العياش ، ويقال : عابس ، ويقال : ابن صخر بن شراحيل بن منقذ بن عمرو بن مرة ، وقد ينسب لجده,
8235,صدقة بن طيسلة,
8236,صدقة,
8238,صفوان بن المعطل بن ربيعة بن خزاعي بن محارب بن مرة بن فالج بن ذكوان و  عند ابن الكلبي رحضة بدل ربيعة وزاد بينه وبين خزاعي المؤمل,
8239,الصلت بن بهرام,
8240,الصلت بن غالب,
8241,الصلت بن قويد وقيل ابن قديد,
8242,الضحاك بن عبد الله,
8243,الضحاك بن يسار,
8245,ضرغامة بن عليبة بن حرملة,
8246,ضمرة بن ثعلبة,
8247,طارق,
8249,طلحة بن عمرو,
8251,عبد الله بن مرثد,
8252,عبد الله بن مغيث بن أبي بردة ، ويقال : ابن معتب,
8254,عبد الله بن المقدام بن ورد,
8256,عبد الله بن ميمون,مقبول
8257,عبد الله بن ناسح ، وقال البخاري : ابن ناشج ، وخطأه في ذلك أبو حاتم وأبو زرعة,
8258,عبد الأعلى بن هلال,
8259,عبد الله بن واقد,متروك ، وكان يدلس
8260,عبد الله بن يزيد بن أسد بن كرز,
8261,عبد الله بن يزيد بن الأقنع,
8264,عبد الله بن يعيش,
8265,عبد الجبار بن محمد بن عبد الحميد بن عبد الرحمن بن زيد بن الخطاب,
8266,عبد الجبار,
8268,عبد ربه بن ميمون,
8270,عبد الرحمن بن أبي أمية,
8271,عبد الرحمن بن خنبش ، وقيل : خنيس ، والأول أثبت، وقيل اسمه عبد الله,
8272,عبد الرحمن بن حوشب,
8273,عبد الرحمن بن خالد بن جبل,
8274,عبد الرحمن بن خبيب بن يساف,
8276,عبد الرحمن بن زيد بن خالد,
8277,عبد الرحمن بن زيد بن عقبة,
8278,عبد الرحمن بن أبي سبرة : يزيد بن مالك بن عبد الله بن ذؤيب بن سلمة بن عمرو,
8279,عبد الرحمن بن سنة,
8280,عبد الرحمن بن صحار,
8284,عبد الرحمن بن عبيد,
8285,كريم بن أبي حازم,
8286,عبد الرحمن بن العداء,
8287,عبد الرحمن بن عدي,مجهول
8289,عبد الرحمن بن قتادة,
8290,عبد الرحمن بن مالك,
8291,"نوح بن جعونة قال الحافظ جوز أن يكون نوح بن أبي مريم 
 اسم أبي مريم يزيد بن جعونة",
8292,عبد الرحمن بن مريح,
8293,عبد الرحمن بن مسعود,
8295,عبد الرحمن بن نعم ، ويقال : نعيم,
8296,عبد الرحمن بن اليحصبي,
8300,عبد الصمد بن حسان,
8301,معاذ بن حرملة,
8302,معاذ بن سعد,مجهول
8303,معاذ بن سعوة,
8306,معاوية بن عبد الله بن معاوية بن عاصم بن المنذر بن الزبير,
8308,معاوية بن معتب ، ويقال : ابن مغيث ، ويقال : ابن عتبة,
8310,معاوية بن معاوية,
8312,معروف,
8313,معقل بن مقرن,
8314,معلى بن جابر بن مسلم,
8315,معن بن ثعلبة,
8316,معن بن نضلة بن عمرو,
8317,المغيرة بن أبي برزة,مقبول
8318,المغيرة بن حبيب,
8319,المغيرة بن حذف,
8321,المنذر بن الزبير بن العوام,
8323,منصور بن أذين,
8324,منصور بن دينار,
8325,منيب ، عن عمه,
8326,منير بن عبد الله,
8327,مهاجر,
8328,مهدي بن جعفر بن جيهان بن بهرام,صدوق له أوهام
8329,مهدي بن عمران,
8331,موسى بن عبد الرحمن,
8332,موسى بن عبيد,
8333,موسى بن أبي المختار,
8334,موسى بن هلال,
8335,موسى,
8337,موهب ، ويقال موهوب بن عبد الرحمن بن أزهر,
8339,ميمون بن سنباذ,
8340,ميمون بن أستاذ,
8341,عريف بن سريع,
8342,"نابغة ، ويقال : ابن مخارق بن سليم",
8343,نافع بن سرجس,
8345,نافع بن كيسان,
8346,نبيط بن عمر,
8347,نحاز بن جدى ، ويقال : ابن خوي,
8348,نصر بن باب,
8349,نصر بن راشد,
8352,الطفيل,
8354,طيب بن محمد,
8355,أبو آمنة,
8357,أبو إسرائيل ، قيل اسمه : يسير ، وقيل : قشير,
8360,أبو الأسود,
8362,أبو الأعين,
8363,أبو أمين,
8364,عتبة,
8367,الحجاج بن أيوب,
8368,أبو بحر ، عن البراء بن عازب,
8369,أبو بردة بن قيس ، ويقال : اسمه عامر,
8370,أبو بردة,
8372,أبو بكر بن عمرو بن عتبة,
8373,أبو تميم,
8375,أبو ثور,
8377,أبو حبيبة,
8378,سليمان بن أيوب بن سليمان,صدوق
8379,تميم بن عمرو ، وقيل : ابن عبد عمرو ، وقيل : ابن عبد قيس بن مخرمة بن الحارث بن ثعلبة بن مازن,
8380,أبو حصبة ، أو ابن حصبة,
8382,يزيد بن ميسرة بن حلبس,
8384,طارق بن علقمة بن أبي رافع,
8385,حفص,
8387,أبو خلف,
8388,أبو خيرة وقيل إنه محب بن حذلم,
8390,أبو طريف ، قيل اسمه : كيسان ، وقيل : سنان,صحابي
8393,أبو الدهقان,
8394,أبو الرباب,
8395,أبو الربيع ، عن ابن عمر,
8396,أبو الرصافة,
8397,أبو الرقاد,
8398,أبو رملة ، عن عبيد الله بن مسلم الحضرمي,
8399,شبيب بن نعيم ، ويقال : ابن أبي روح ، ويقال : ابن روح,ثقة
8401,أبو سباع ، عن وائلة,
8402,سالم بن سلمة,
8403,أبو سعد ، ويقال : أبو سعيد,
8404,أبو سعد,مجهول
8407,أبو سفيان,
8408,أبو سلمة,
8409,أبو سليط ، يقال اسمه : أسير ، وقيل : أسيرة ، ويقال : أسيد ، وقيل : أنس ، وقيل : أنيس ، وقيل : سبرة,
8410,أبو سليمان,
8415,أبو شعبة,
8416,أبو شعيب,
8418,أبو شيبة,
8421,أبو صخر ، قيل اسمه : عبد الله بن قدامة,
8423,أبو طالب,
8430,أبو عبد الرحمن,
8432,أبو عبد الصمد ، عن أم الدرداء,
8434,أبو عبيدة بن الفضيل بن عياض,
8435,أبو الغادية,
8437,أبو عثمان,
8438,أبو عثمان,
8439,أخزم بن أبي أخزم,
8440,أبو عسيب ، قيل : اسمه احمر,
8441,أبو عفير,
8442,أبو عقرب,
8445,أبو علي ، وسماه أبو حنيفة : الحسن,
8446,أبو علي,
8448,أبو عمرو,
8449,أبو عمير,
8450,أبو عمير ، ويقال : أبو عمرة : أسيد بن مالك,
8455,سعد بن طالب,
8459,أبو قحذم,
8462,أبو كثير,
8463,أبو كعب,
8464,أبو مجيب ، عن أبي ذر,
8465,أبو المخيس,
8466,عبد الله بن عمرو,
8470,أبو مصبح ، أو ابن مصبح,
8471,أبو مطر,
8476,خيرة بنت أبي حدرد : سلامة ، وقيل اسمها كريمة,
8478,أبو نبيه بن إبراهيم,
8479,أبو نهشل ، عن أبي وائل,
8480,عبد الله بن صندل,
8481,أبو هبيرة,
8482,أبو هرم ، عن صدقة الدمشقي,
8483,أبو همام,
8487,راشد بن سعد,
8488,عبد الحميد بن واصل,
8490,عمرو بن دينار,ضعيف
8491,أبو يزيد,
8495,أبو يعقوب,
8496,عامر بن أبي عامر : عبد الله بن لحي,مقبول
8498,داود بن قيس,مقبول
8499,سليم  ، ويقال : عبد الرحمن بن أذنان,
8501,ابن الرسيم : غسان,
8502,ابن عبس,
8503,ابن قابوس بن أبي ظبيان,
8508,أبو المنتفق ، ويقال : ابن المنتفق,
8509,ميسور بن عبد الرحمن,
8512,خليفة بن غالب,صدوق
8513,الحارث بن خزمة بن عدي بن أبي بن غنم بن سالم بن عوف بن عمرو بن عوف بن الخزرج,
8515,هلال بن يزيد,
8516,أبو صالح,
8517,جرير بن أيوب بن أبي زرعة بن عمرو بن جرير,
8518,هارون بن إبراهيم ، ويقال : ابن أبي إبراهيم : ميمون بن أيمن,ثقة ثبت
8519,أبو حريش,
8523,عمر بن العلاء بن جارية,
8524,العلاء بن جارية,
8525,رضراض ، عن ابن عباس,
8526,الخزرج بن عثمان,قال ابن معين : صالح
8529,عبدة بن حزن ، ويقال : عبيدة بن حزن ، ويقال : نصر بن حزن,مختلف في صحبته
8530,عمر بن فروخ,صدوق ربما وهم
8531,المتوكل ، أو أبو المتوكل,
8532,العلاء بن الحجاج,
8533,قنان بن عبد الله ، وقد قيل : قنان بن عبد الرحمن,مقبول
8534,عمرو بن مجمع بن يزيد بن أبي سليمان,
8535,أبو الشماخ,
8536,أبو الواصل ، عن ابن مسعود,
8537,رزيق بن أبي سلمى,
8539,عزرة بن الحارث,
8541,النعمان بن قراد ، ويقال : علي بن النعمان بن قراد,
8542,عليبة بن حرملة بن عبد الله,
8543,حرملة بن عبد الله ، ويقال : حرملة بن إياس,صحابي
8545,إسحاق بن أبي الكهلة ، ويقال : بن أبي الكهتلة,
8546,العيزار بن جرول,
8547,يزيد بن بشر,
8548,سعيد بن كثير بن عبيد,ثقة
8550,شبيل ، ويقال شبل ، ابن عوف بن أبي حية,ثقة ، لم تصح صحبته
8553,عمرو  ، قيل : ابن سفيان ، وقيل : ابن سيف ، وقيل : ابن عبد الله,
8554,نافع بن عبد الرحمن بن أبي نعيم ، وقد ينسب إلى جده,صدوق ، ثبت في القراءة
8556,الليث بن خالد,
8557,العلاء بن أبي العباس : السائب بن فروخ,
8558,عبيد الله بن مروان,
8560,يزيد بن عبد العزيز,مقبول
8561,مولى لشرحبيل بن حسنة,
8562,سليمان بن أبي زينب,
8563,النعمان بن الزبير,
8564,عبد الواحد ابن الرماح ، ويقال : ابن نافع ، أو نفيع,
8565,عبد العزيز عبد الملك بن مليل,
8566,الليث بن سليم,
8567,عبد الملك بن مليل,
8568,الهذيل بن بلال ، وقيل : ابن بليل بن أبي الأصبغ,
8569,البراء بن عثمان بن حنيف بن واهب بن عكيم,
8570,هانئ بن معاوية,
8572,طياف,
8573,ابن شراحيل بن بلال,
8574,عبيد بن أم كلاب,
8576,محمد بن محمد بن الأسود,مستور
8577,هشام بن سعيد بن زيد بن عمرو بن نفيل,
8578,نفيل بن هشام بن سعيد بن زيد,
8580,يحيى بن سعد بن أبي وقاص,
8581,يحيى بن غسان بن رسيم,
8582,ربعية بنت عياض,
8583,عبيد بن عمرو ، وقال أبو معمر القطيعي : عبيدة بن عمرو,
8584,عمارة بن حارثة,
8585,عمرو بن يثربي,
8586,حسان بن كريب بن ليشرح بن عبد كلال بن عريب بن شرحبيل بن يريم بن فهد بن معدي كرب بن أبي شمر بن أبي كرب بن شراحيل بن معدي كرب بن فهد بن عريب بن شمر بن يرعش بن مالك بن مرثد بن ينوف بن هاعان بن شراحيل بن الحارث بن زيد بن ذي مثوب ، وقال ابن حبان : وقد قيل : إنه حسان بن أبي كريب,مقبول ، وله إدراك
8587,الوليد بن المغيرة بن سليمان,ثقة
8589,أحمد بن أيوب بن راشد,مقبول
8590,عمر بن سالم بن عجلان,مقبول
8591,محمد بن عمرو بن العباس,
8592,هاشم بن الحارث,
8593,عيسى بن سالم,
8594,محمد بن أبي بن كعب ، ويقال : محمد بن فلان بن أبي بن كعب,له رؤية
8595,محمد بن عون,
8597,مولى لأبي سعيد,
8598,الفضل بن معقل بن سنان ، وقال ابن حبان : الفضل بن عبد الله بن معقل ، وإن من قال الفضل بن معقل نسبه إلى جده,
8599,عمرو بن شأس بن أبي بلي : عبيد بن ثعلبة ، ويقال : ابن ذؤيبة بن مالك بن الحارث بن سعد بن ثعلبة بن دودان بن أسد بن خزيمة,
8600,عمران بن مسلم بن رياح ، وقد ينسب إلى جده,مقبول
8601,علي بن عمارة,مقبول
8602,إبراهيم بن حرب,
8604,عبد الرحمن بن شريك بن عبد الله,صدوق يخطئ
8605,صالح بن جبير,صدوق
8607,عبد الله بن مليل,
8608,حبة بن أبي حبة,
8609,يحيى بن عبدويه ، ويقال: يحيى بن عبد الله ، ويقال : ابن عبد ربه,
8611,الخليل بن سلم,
8612,ربيعة بن دراج بن القيس بن وهبان بن وهب بن جمح ، ويقال : حزام بن دراج,
8613,عبد الله بن ناشر,
8614,راشد بن جندل,ثقة
8615,حبيب بن أوس ، ويقال : ابن أبي أوس,مقبول
8616,علي بن الصلت,
8617,حنش بن الحارث بن لقيط,لا بأس به
8619,عمران بن أبي يحيى,
8620,عبد الله بن الأسود,
8621,عم عبد الرحمن بن أبي عمرة,
8622,الحكم بن فضيل,
8623,سهيل بن ذراع,مقبول
8624,عمرو بن حسان,
8625,عليم,
8626,عابس بن عبس ، ويقال : عبس بن عابس,
8627,علباء,
8628,نافع بن ثابت بن عبد الله بن الزبير بن العوام,
8629,يزيد بن عبد الله,
8630,أسماء بنت عبد الرحمن بن أبي بكر الصديق,مقبولة
8631,أم سليمان بن أبي سليمان,
8632,عبد الرحمن بن موسى,
8634,أبو شداد ، عن مجاهد,
8636,عطية,
8637,والد عطية,
8639,القاسم بن الحكم بن أوس,لين
8640,عبد العزيز بن سلمة,
8641,عمر بن إسحاق بن يسار,
8644,عمران بن يزيد,
8645,محمد بن سليمان بن مسمول,
8646,فطر بن حماد بن واقد,
8647,لقيط بن المشاء,
8648,يحيى بن عبد الرحمن,مقبول
8649,هلال بن حصن,
8650,عتاب,
8651,هذيل بن ميمون,
8653,أم كلثوم بنت علي بن أبي طالب,
8654,منذر ، وذكره ابن حزم ، فقال : منذر بن أبي حسان,
8655,يحيى بن جرجة,
8657,عثمان,
8658,عمارة بن عاصم ، وقيل : عاصم بن عمير ، وقيل : عاصم بن أبي عمرة,
8659,حكيمة ، ويقال : حكمة بنت يعلى بن مرة,
8661,الفضل بن عمرو بن أمية,
8663,يحيى بن هند بن أسماء بن حارثة,
8666,كريب بن أبرهة بن الصباح بن مرثد بن ينكف,
8668,عبد الله بن وهب بن منبه,مقبول
8670,بشر بن حيان,
8671,سلام بن عمرو,مقبول
8673,بسطام بن النضر,
8674,فرات ، ويحتمل أن يكون هو فرات بن سليمان,
8675,مقسم,
8676,حصين بن قيس بن عاصم,
8677,ناصح بن العلاء,لين الحديث
8679,غاضرة بن عمرو ، ويقال : ابن عروة بن بحيرة بن عمرو,
8680,عروة,
8681,عبيد الله بن هوذة,
8682,أبو سود ، وقيل اسمه : حسان بن قيس بن أبى سود بن غليب بن عوف ، قاله ابن قانع ، وفيه نظر,
8683,عبد الرحمن بن عطاء بن كعب,شيخ
8684,عمر بن نعيم,
8685,رجاء,
8686,مارية ، أو ماوية,
8687,غسان بن الربيع بن منصور,
8688,شميسة بنت عزيز بن عاقر,مقبولة
8690,النعمان,
8691,حفصة بنت طلق,
8692,بشير بن أبي عمرو,ثقة
8693,يزيد بن الأخنس,
8694,عبد الرزاق بن عمر,متروك الحديث عن الزهري ، لين في غيره
8695,إبراهيم بن عبد الرحمن بن رافع ، وقال ابن يونس : أحسبه إبراهيم بن عبد الرحمن بن فروخ,
8698,محمد بن عثمان,
8701,إسحاق بن سعد بن عبادة,مستور مقل
8702,عزرة بن قيس بن غزية,
8707,أبو محمد بن معبد بن أبي قتادة,
8712,حمران بن يزيد,
8713,امرأة هنيدة بن خالد,
8715,عبد العزيز بن عبد الله بن عمرو بن ربيعة,
8717,معبد بن قيس,
8720,علي أبو الأسود ، صوابه : سهل أبو الأسد,مقبول
8721,أبو عبد الرحيم,
8723,ابنة معقل بن يسار,
8724,نهيك بن عبد الله,
8725,عبد العزيز بن النعمان,
8726,أشرس بن أبي الحسن ، وقال البخاري : أشرس بن الحسن,
8727,محمد بن عمرو بن عبيد ، ويقال : عبيد الله ، ابن حنظلة بن رافع,ضعيف
8729,فزارة بن عمر,
8730,عمران بن أبي الفضل,
8732,فاطمة بنت عبد الرحمن,
8734,صفية ، ويقال : عاتكة ، ويقال : ضباعة ، بنت الزبير بن عبد المطلب بن هاشم,صحابية
8735,بيان بن جندب,
8738,إسحاق بن سهل بن أبي حثمة,
8739,أم الحكم بنت النعمان بن صهبان,لا يعرف حالها
8740,أبو عبد الرحمن,
8741,عثمان بن جابر ، ويقال : عمرو بن عثمان بن جابر,
8742,عثمان بن رشيد,
8744,إسماعيل بن دارس,
8745,نهيك بن سنان,
8747,عبد الله بن علي بن رفاعة,
8749,محمد بن سهل بن أبي حثمة,
8750,عمرة بنت قيس,
8751,ورقاء بنت هرم ، أو بنت هرار ، أو بنت هرام,
8752,قريبة بنت محمد بن عبد الرحمن بن أبي بكر الصديق ، وقال ابن حبان : قريبة بنت محمد بن أبي بكر الصديق,
8753,عمران بن بشير بن المحرر,
8754,عبيد بن آدم,
8756,عروة بن معتب,
8758,عمر بن حفص,
8759,غضبان بن حنظلة بن نعيم,
8760,ميمون,مقبول
8761,يعقوب بن إسماعيل بن حماد بن زيد,
8763,أمية بن عمرو بن سعيد بن العاص بن سعيد بن العاص بن أمية بن عبد شمس بن عبد مناف,صدوق
8764,محمد بن مسلمة,
8765,ميمونة ، عن عبد الرحمن بن سنة,
8766,قيصر ، وقال ابن يونس : قيصر بن أبي غزية,
8768,عدي بن حاتم ، أو حاتم بن عدي,
8769,الوليد بن عبد الله بن أبي شميلة ، ويقال : ابن أبي سميرة,
8771,نضلة بن عمرو بن أهبان بن حلان بن خفاف بن حبيب بن غفار,
8772,جبار بن صخر بن أمية بن خنساء بن سنان بن عبيد بن عدي بن غنم بن كعب بن سلمة,
8773,القاسم بن كثير,مقبول
8776,مولى لأم سلمة ، وسماه الدارقطني عبد الله بن شداد ، قال ابن حجر : فإن كان عبد الله بن شداد غير الليثي فلا إشكال ، وإن كان هو الليثي فيبعد أن يقال فيه : مولى,صدوق
8777,الربيع بن حبيب,ثقة
8778,عبد المتعال بن عبد الوهاب,
8780,محمد بن زياد,
8781,محمد بن هدية,مقبول
8782,القاسم بن شريح,
8783,"القعقاع بن عبد الله بن أبي حدرد , ويقال : القعقاع بن أبي حدرد",
8785,شهاب بن عباد,مقبول
8786,يحيى بن حبان,
8788,عبد الصمد بن معقل بن منبه بن كامل,صدوق
8789,جعفر بن عبد الرحمن بن خارجة بن العوام,
8790,كريب بن الحارث بن أبي موسى,
8791,عمارة,
8792,التنوخي,
8796,"عقبة , ويقال : عتبة بن سويد",
8799,عمرو بن الجموح بن زيد بن حرام بن كعب بن غنم بن سلمة,
8800,أبو منصور,
8801,عثمان بن الأرقم بن أبي الأرقم ، ويقال : بن عبد الله بن الأرقم بن أبي الأرقم,
8802,إبراهيم بن أبي خداش بن عتبة بن أبي لهب,
8803,حمزة بن سعد بن مالك بن سنان,
8805,معاوية بن فلان ، أو فلان بن معاوية,
8806,إسحاق بن شرفي ، أو : ابن شرقى ، ويقال : إسحاق بن أبي شداد  ، ويقال : إسحاق بن عبد الرحمن ،  ويقال : إسحاق بن أبي نباتة,
